date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:19	31988/31988	---M--	200	added ('OK')	font/woff2	etag:%22651a4548-7cf4%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Bold.woff2	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Bold.woff2	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:22	43576/43576	---M--	200	added ('OK')	font/woff	etag:%22651a4548-aa38%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Bold.woff	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Bold.woff	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:24	31348/31348	---M--	200	added ('OK')	font/woff2	etag:%22651a4548-7a74%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Light.woff2	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Light.woff2	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:29	43508/43508	---M--	200	added ('OK')	font/woff	etag:%22651a4548-a9f4%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Light.woff	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Light.woff	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:30	33192/33192	---M--	200	added ('OK')	font/woff2	etag:%22651a4548-81a8%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Medium.woff2	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Medium.woff2	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:33	887796/887796	---M--	200	added ('OK')	application/octet-stream	etag:%22651a454f-d8bf4%22	http://nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fa-solid-900.ttf	D:/exe/nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fa-solid-900.ttf	(from http://nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fontawesome.css)
21:56:35	33696/33696	---M--	200	added ('OK')	font/woff2	etag:%22651a4549-83a0%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-SemiBold.woff2	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-SemiBold.woff2	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:37	45408/45408	---M--	200	added ('OK')	font/woff	etag:%22651a4548-b160%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Medium.woff	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Medium.woff	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:40	45532/45532	---M--	200	added ('OK')	font/woff	etag:%22651a4548-b1dc%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-SemiBold.woff	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-SemiBold.woff	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:41	33392/33392	---M--	200	added ('OK')	font/woff2	etag:%22651a4548-8270%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Regular.woff2	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Regular.woff2	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:56:43	45400/45400	---M--	200	added ('OK')	font/woff	etag:%22651a4548-b158%22	http://nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Regular.woff	D:/exe/nongsan.monamedia.net/template/assets/font/Quicksand/Quicksand-Regular.woff	(from http://nongsan.monamedia.net/template/assets/font/Quicksand/stylesheet.css)
21:57:00	1232948/1232948	---M--	200	added ('OK')	application/octet-stream	etag:%22651a454f-12d034%22	http://nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fa-thin-100.ttf	D:/exe/nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fa-thin-100.ttf	(from http://nongsan.monamedia.net/template/assets/library/fontawesome/fontawesome/fontawesome.css)
